time,x,y,amp,phase
1986-12-17,1.6719755,-1.1984795,2.0571475,2.0
1986-12-18,1.1704643,-1.4998178,1.9024826,2.0
1986-12-19,0.6330261,-1.4157559,1.5508342,2.0
1986-12-20,0.18974614,-1.0143982,1.031992,3.0
1986-12-30,-0.24857707,-1.0286317,1.0582409,3.0
1986-12-31,-0.60020137,-0.91457176,1.0939301,4.0
1987-01-01,-0.8821165,-0.65943456,1.1013553,4.0
1987-01-02,-1.0570029,-0.33559313,1.1089985,5.0
1987-01-03,-1.1145875,-0.01606947,1.1147034,5.0
1987-01-04,-1.0681345,0.24228238,1.0952681,5.0
1987-01-05,-0.94675446,0.40544912,1.0299189,6.0
1987-01-12,-0.9016655,-0.82671785,1.2233001,4.0
1987-01-13,-1.221788,-0.93305767,1.5373232,4.0
1987-01-14,-1.5480105,-0.83081764,1.7568706,4.0
1987-01-15,-1.7973095,-0.48029605,1.8603778,5.0
1987-01-16,-1.8807197,0.103225484,1.8835504,5.0
1987-01-17,-1.7258035,0.83785194,1.9184352,6.0
1987-01-18,-1.3003254,1.5824286,2.048152,6.0
1987-01-19,-0.62962836,2.164668,2.2543778,7.0
1987-01-20,0.1991771,2.424583,2.4327502,7.0
1987-01-21,1.0499215,2.2614706,2.4933078,8.0
1987-01-22,1.7657362,1.6698327,2.4302604,8.0
1987-01-23,2.2066429,0.75151336,2.3311038,1.0
1987-01-24,2.2863224,-0.30220044,2.3062081,1.0
1987-01-25,1.9973036,-1.2556635,2.3592186,2.0
1987-01-26,1.4165028,-1.889451,2.3614626,2.0
1987-01-27,0.68844885,-2.0591755,2.171213,3.0
1987-01-28,-0.00992317,-1.7350104,1.7350388,3.0
1987-01-29,-0.5134223,-1.0097042,1.1327423,4.0
1987-01-31,-0.56348515,0.845008,1.0156546,6.0
1987-02-01,-0.12401099,1.5303947,1.5354109,7.0
1987-02-02,0.49664533,1.848231,1.9137958,7.0
1987-02-03,1.15629,1.7698418,2.1140828,8.0
1987-02-04,1.7226448,1.3714092,2.2018783,8.0
1987-02-05,2.1062884,0.8008923,2.253415,1.0
1987-02-06,2.2774365,0.22572218,2.2885952,1.0
1987-02-07,2.26265,-0.22128367,2.273445,1.0
1987-02-08,2.1241496,-0.48038298,2.1777923,1.0
1987-02-09,1.9298806,-0.57601905,2.0140102,1.0
1987-02-10,1.7251313,-0.59819543,1.8259013,1.0
1987-02-11,1.5155004,-0.66164106,1.6536355,2.0
1987-02-12,1.2668014,-0.8574754,1.5297221,2.0
1987-02-13,0.92151266,-1.2142389,1.5243233,2.0
1987-02-14,0.42567736,-1.6816634,1.7347026,3.0
1987-02-15,-0.24340416,-2.142682,2.156463,3.0
1987-02-16,-1.0585948,-2.4496007,2.6685514,4.0
1987-02-17,-1.9402843,-2.4722865,3.142754,4.0
1987-02-18,-2.7711897,-2.1423008,3.5027056,4.0
1987-02-19,-3.4242923,-1.4783815,3.7297976,4.0
1987-02-20,-3.7952898,-0.5849255,3.8400993,5.0
1987-02-21,-3.8294802,0.37595013,3.84789,5.0
1987-02-22,-3.5348625,1.2296166,3.7426207,5.0
1987-02-23,-2.9777038,1.836846,3.4986746,6.0
1987-02-24,-2.262448,2.1293159,3.1068726,6.0
1987-02-25,-1.5026907,2.1219985,2.600184,6.0
1987-02-26,-0.7925036,1.8995162,2.058209,6.0
1987-02-27,-0.18686348,1.5820651,1.5930624,7.0
1987-02-28,0.30341986,1.2829534,1.3183448,7.0
1987-12-06,0.091543935,1.1687049,1.1722847,7.0
1987-12-07,0.57846594,1.5172584,1.6237906,7.0
1987-12-08,1.1425747,1.5784163,1.9485571,8.0
1987-12-09,1.6718618,1.3132637,2.1259782,8.0
1987-12-10,2.0522947,0.7482682,2.1844494,1.0
1987-12-11,2.1901999,-0.03246048,2.1904404,1.0
1987-12-12,2.0298088,-0.9046269,2.2222676,2.0
1987-12-13,1.5635494,-1.7255286,2.328548,2.0
1987-12-14,0.83450586,-2.3558333,2.49927,3.0
1987-12-15,-0.06837645,-2.6791668,2.6800392,3.0
1987-12-16,-1.0213985,-2.619045,2.8111656,3.0
1987-12-17,-1.8826336,-2.1530309,2.860044,4.0
1987-12-18,-2.5128396,-1.3228015,2.8397474,4.0
1987-12-19,-2.7989607,-0.23703274,2.8089793,5.0
1987-12-20,-2.6770363,0.93699574,2.8362799,5.0
1987-12-21,-2.1498878,1.9960645,2.933648,6.0
1987-12-22,-1.2943285,2.7373922,3.0279698,6.0
1987-12-23,-0.25364953,3.0030413,3.0137343,7.0
1987-12-24,0.7859293,2.7218559,2.8330522,7.0
1987-12-25,1.6318264,1.9362346,2.5321653,8.0
1987-12-26,2.127192,0.802975,2.2737007,1.0
1987-12-27,2.188061,-0.436241,2.2311246,1.0
1987-12-28,1.8250004,-1.51013,2.3687801,2.0
1987-12-29,1.1419681,-2.1853633,2.4657462,2.0
1987-12-30,0.31116205,-2.3274815,2.348189,3.0
1987-12-31,-0.4703179,-1.9366342,1.9929253,3.0
1988-01-01,-1.0303774,-1.146245,1.5412836,4.0
1988-01-02,-1.2643414,-0.18382427,1.2776347,5.0
1988-01-03,-1.1577157,0.6948435,1.350227,6.0
1988-01-04,-0.7830114,1.27812,1.4988989,6.0
1988-01-05,-0.27234012,1.4551584,1.4804239,7.0
1988-01-06,0.22500151,1.2394803,1.2597369,7.0
1988-02-01,0.2554374,1.2091421,1.2358288,7.0
1988-02-02,0.7270032,1.3719041,1.5526283,8.0
1988-02-03,1.2057787,1.2115531,1.7093166,8.0
1988-02-04,1.5662667,0.70474833,1.7175161,8.0
1988-02-05,1.6939698,-0.06251853,1.6951231,1.0
1988-02-06,1.522959,-0.9153541,1.7768729,2.0
1988-02-07,1.0598885,-1.6412945,1.9537685,2.0
1988-02-08,0.38600644,-2.0551207,2.0910578,3.0
1988-02-09,-0.36372858,-2.0549233,2.0868657,3.0
1988-02-10,-1.0374739,-1.6504772,1.9494684,4.0
1988-02-11,-1.5070422,-0.9551214,1.7842177,4.0
1988-02-12,-1.6991028,-0.14546493,1.7053182,5.0
1988-02-13,-1.6078081,0.59559524,1.7145789,5.0
1988-02-14,-1.2865238,1.1319282,1.7135942,6.0
1988-02-15,-0.8237023,1.4053997,1.6289978,6.0
1988-02-16,-0.3129795,1.4366288,1.470326,7.0
1988-02-17,0.17147489,1.2986603,1.3099321,7.0
1988-02-18,0.58662456,1.0770339,1.2264299,8.0
1988-02-19,0.91755456,0.83393997,1.2399042,8.0
1988-02-20,1.164309,0.5910381,1.305734,8.0
1988-02-21,1.3269767,0.3364901,1.368975,1.0
1988-02-22,1.3974013,0.05068652,1.3983203,1.0
1988-02-23,1.3620881,-0.26336706,1.3873161,1.0
1988-02-24,1.2149626,-0.5613563,1.3383778,2.0
1988-02-25,0.973227,-0.76208687,1.2361016,2.0
1988-02-26,0.687052,-0.77619797,1.0365924,2.0
1988-12-01,1.599944,1.8579469,2.4518948,8.0
1988-12-02,2.2616248,1.7385806,2.8526495,8.0
1988-12-03,2.8042884,1.1402918,3.0272593,1.0
1988-12-04,3.0515244,0.07465579,3.0524373,1.0
1988-12-05,2.8560038,-1.2996081,3.1377919,2.0
1988-12-06,2.1512637,-2.6957328,3.4489,2.0
1988-12-07,0.9886236,-3.76189,3.8896263,3.0
1988-12-08,-0.45466146,-4.173603,4.1982946,3.0
1988-12-09,-1.9025022,-3.7302277,4.1873755,4.0
1988-12-10,-3.0386539,-2.4265716,3.8886588,4.0
1988-12-11,-3.5834296,-0.47603816,3.6149106,5.0
1988-12-12,-3.3684134,1.725352,3.7845805,6.0
1988-12-13,-2.388249,3.687857,4.3936343,6.0
1988-12-14,-0.81377226,4.9478407,5.0143147,7.0
1988-12-15,1.0392048,5.186765,5.289847,7.0
1988-12-16,2.7791884,4.316775,5.1340466,8.0
1988-12-17,4.029508,2.5088682,4.746721,8.0
1988-12-18,4.517124,0.15515307,4.5197883,1.0
1988-12-19,4.1369853,-2.225391,4.697554,2.0
1988-12-20,2.975558,-4.11298,5.0764704,2.0
1988-12-21,1.2878543,-5.1119633,5.2716923,3.0
1988-12-22,-0.5655861,-5.0425477,5.0741673,3.0
1988-12-23,-2.2052042,-3.9767146,4.5472174,4.0
1988-12-24,-3.3203242,-2.2109754,3.9891057,4.0
1988-12-25,-3.7367845,-0.1852291,3.7413723,5.0
1988-12-26,-3.4486353,1.6295526,3.814253,6.0
1988-12-27,-2.6079657,2.84523,3.85964,6.0
1988-12-28,-1.4776961,3.243575,3.5643182,6.0
1988-12-29,-0.36108625,2.8165298,2.8395815,7.0
1988-12-30,0.4733619,1.7526572,1.8154554,7.0
1989-01-01,0.7343129,-0.93956023,1.1924717,2.0
1989-01-02,0.20215984,-1.8712785,1.8821667,3.0
1989-01-03,-0.56195354,-2.215692,2.285844,3.0
1989-01-04,-1.3326877,-1.9315703,2.3467042,4.0
1989-01-05,-1.8999852,-1.1358477,2.2136154,4.0
1989-01-06,-2.1195087,-0.061579026,2.120403,5.0
1989-01-07,-1.942642,1.0094578,2.1892607,6.0
1989-01-08,-1.4202402,1.820877,2.3092585,6.0
1989-01-09,-0.68128955,2.2035606,2.3064768,7.0
1989-01-10,0.10620373,2.1107097,2.11338,7.0
1989-01-11,0.7808349,1.6191717,1.7976153,8.0
1989-01-12,1.2278315,0.8990853,1.5218161,8.0
1989-01-13,1.4036466,0.16175771,1.4129364,1.0
1989-01-14,1.3398838,-0.39934158,1.3981282,1.0
1989-01-15,1.1270158,-0.6586848,1.3053851,2.0
1989-01-16,0.8836017,-0.5872746,1.0609635,2.0
1989-01-19,0.86084616,0.6143052,1.0575571,8.0
1989-01-20,1.1336038,0.83374655,1.4071926,8.0
1989-01-21,1.4383966,0.7761133,1.6344224,8.0
1989-01-22,1.6712307,0.43854833,1.7278126,1.0
1989-01-23,1.7421864,-0.10275031,1.7452137,1.0
1989-01-24,1.6000538,-0.71802413,1.7537762,2.0
1989-01-25,1.2447989,-1.2632186,1.773484,2.0
1989-01-26,0.7250008,-1.6209489,1.7756975,2.0
1989-01-27,0.12194004,-1.7310406,1.7353302,3.0
1989-01-28,-0.47412053,-1.6020576,1.6707419,3.0
1989-01-29,-0.9878324,-1.301238,1.6337175,4.0
1989-01-30,-1.3755102,-0.92696506,1.658702,4.0
1989-01-31,-1.629957,-0.573237,1.7278196,5.0
1989-02-01,-1.7726011,-0.2979731,1.7974712,5.0
1989-02-02,-1.836368,-0.10563763,1.8394039,5.0
1989-02-03,-1.8457781,0.0499729,1.8464545,5.0
1989-02-04,-1.8017509,0.24350645,1.8181313,5.0
1989-02-05,-1.6770971,0.5435676,1.7629862,5.0
1989-02-06,-1.4252124,0.9774754,1.7282039,6.0
1989-02-07,-0.9999833,1.5076047,1.8090988,6.0
1989-02-08,-0.38086897,2.0285754,2.0640202,7.0
1989-02-09,0.4052454,2.3884487,2.4225836,7.0
1989-02-10,1.27365,2.4296396,2.743234,8.0
1989-02-11,2.088298,2.0387223,2.9184546,8.0
1989-02-12,2.6859076,1.1906668,2.9379904,8.0
1989-02-13,2.9130933,-0.026467377,2.9132137,1.0
1989-02-14,2.6675732,-1.415727,3.0199718,2.0
1989-02-15,1.9323951,-2.7060647,3.3251972,2.0
1989-02-16,0.79303634,-3.6109056,3.6969645,3.0
1989-02-17,-0.5689408,-3.8966098,3.937926,3.0
1989-02-18,-1.9062116,-3.443415,3.935829,4.0
1989-02-19,-2.9542527,-2.2826045,3.7333486,4.0
1989-02-20,-3.4874105,-0.599227,3.5385172,5.0
1989-02-21,-3.3693476,1.301663,3.6120396,5.0
1989-02-22,-2.5857265,3.0578978,4.004587,6.0
1989-02-23,-1.2510898,4.3273587,4.504582,7.0
1989-02-24,0.4119085,4.8608828,4.878304,7.0
1989-02-25,2.1161265,4.5536323,5.0213103,8.0
1989-02-26,3.566287,3.4633844,4.971261,8.0
1989-02-27,4.5152717,1.7928214,4.858177,1.0
1989-02-28,4.8082047,-0.15807837,4.8108025,1.0
1989-12-06,-0.75815964,-1.1021127,1.3377063,4.0
1989-12-07,-1.1522316,-1.0380682,1.5508782,4.0
1989-12-08,-1.4772471,-0.7308295,1.6481416,4.0
1989-12-09,-1.6584896,-0.27400327,1.6809716,5.0
1989-12-10,-1.6670539,0.18690507,1.6774989,5.0
1989-12-11,-1.5290173,0.5105598,1.6120067,5.0
1989-12-12,-1.3133804,0.61449224,1.4500237,6.0
1989-12-13,-1.1033481,0.50711894,1.2143091,6.0
1989-12-14,-0.9620905,0.2841299,1.003169,5.0
1989-12-19,-0.4262015,1.0782304,1.1594087,7.0
1989-12-20,0.021416076,1.3971676,1.3973316,7.0
1989-12-21,0.5416403,1.4309913,1.5300688,7.0
1989-12-22,1.012688,1.1056014,1.499297,8.0
1989-12-23,1.3075092,0.47494158,1.3910966,1.0
1989-12-24,1.3416882,-0.28380933,1.371377,1.0
1989-12-25,1.1109096,-0.92210764,1.443746,2.0
1989-12-26,0.70292854,-1.2035916,1.3938226,2.0
1989-12-27,0.27716127,-0.99129146,1.029309,3.0
1989-12-30,0.47245464,1.5977759,1.6661637,7.0
1989-12-31,1.1711056,2.1769521,2.4719646,8.0
1990-01-01,1.9804665,2.1473882,2.9212196,8.0
1990-01-02,2.658638,1.4337989,3.0206182,8.0
1990-01-03,2.9736834,0.1715198,2.9786258,1.0
1990-01-04,2.7774527,-1.3229928,3.0764515,2.0
1990-01-05,2.0572236,-2.641771,3.3483014,2.0
1990-01-06,0.94745296,-3.4083078,3.5375457,3.0
1990-01-07,-0.30376908,-3.395258,3.4088197,3.0
1990-01-08,-1.4044999,-2.5988135,2.9540567,4.0
1990-01-09,-2.1040115,-1.2448223,2.4446774,4.0
1990-01-10,-2.2668095,0.27674595,2.2836404,5.0
1990-01-11,-1.9123049,1.5293607,2.4486432,6.0
1990-01-12,-1.2073953,2.162971,2.477145,6.0
1990-01-13,-0.41397813,2.0206904,2.0626605,7.0
1990-01-14,0.19237123,1.1854583,1.2009655,7.0
1990-01-16,0.15912274,-1.2668649,1.276819,3.0
1990-01-17,-0.4703699,-2.0698638,2.122636,3.0
1990-01-18,-1.2747072,-2.1918652,2.535577,4.0
1990-01-19,-1.9887123,-1.5845985,2.542819,4.0
1990-01-20,-2.3723855,-0.4288075,2.4108274,5.0
1990-01-21,-2.2857547,0.9248707,2.4657779,5.0
1990-01-22,-1.7317119,2.0666397,2.6962614,6.0
1990-01-23,-0.85415804,2.6544552,2.7884977,7.0
1990-01-24,0.10707447,2.5174093,2.5196855,7.0
1990-01-25,0.8896941,1.7042096,1.9224687,8.0
1990-01-26,1.2876093,0.46332577,1.3684329,1.0
1990-01-27,1.2106477,-0.8369879,1.4718072,2.0
1990-01-28,0.7078136,-1.822201,1.9548444,3.0
1990-01-29,-0.051621884,-2.2225294,2.223129,3.0
1990-01-30,-0.83177024,-1.9476306,2.1178071,4.0
1990-01-31,-1.4007788,-1.1038103,1.7834176,4.0
1990-02-01,-1.5963985,0.048671592,1.5971403,5.0
1990-02-02,-1.3670632,1.1819346,1.807161,6.0
1990-02-03,-0.77765226,2.0014853,2.147251,7.0
1990-02-04,0.019399792,2.3299415,2.3300223,7.0
1990-02-05,0.8363378,2.1487074,2.305733,7.0
1990-02-06,1.507846,1.5874608,2.1894364,8.0
1990-02-07,1.9359988,0.8683363,2.1218152,8.0
1990-02-08,2.1093574,0.22562565,2.12139,1.0
1990-02-09,2.0922935,-0.17167515,2.0993247,1.0
1990-02-10,1.9904351,-0.26966655,2.0086195,1.0
1990-02-11,1.9054909,-0.13724457,1.910427,1.0
1990-02-12,1.8953635,0.06835,1.8965955,1.0
1990-02-13,1.9528382,0.1645101,1.9597552,1.0
1990-02-14,2.0093224,0.012562188,2.0093617,1.0
1990-02-15,1.9615402,-0.42982924,2.0080822,1.0
1990-02-16,1.7115724,-1.0898981,2.0291274,2.0
1990-02-17,1.2065492,-1.7998911,2.16688,2.0
1990-02-18,0.46475717,-2.3486767,2.3942182,3.0
1990-02-19,-0.42041907,-2.547796,2.5822504,3.0
1990-02-20,-1.3001444,-2.2910671,2.6342673,4.0
1990-02-21,-2.0074804,-1.5897057,2.5606916,4.0
1990-02-22,-2.4013605,-0.5731574,2.468814,5.0
1990-02-23,-2.4045162,0.5434392,2.465162,5.0
1990-02-24,-2.024911,1.5145547,2.5286636,6.0
1990-02-25,-1.3553585,2.125899,2.5211987,6.0
1990-02-26,-0.55226445,2.2454612,2.312378,7.0
1990-02-27,0.20011067,1.8515005,1.8622831,7.0
1990-02-28,0.7303014,1.0325687,1.2647285,8.0
1990-12-01,0.23259158,-1.4222562,1.4411495,3.0
1990-12-02,-0.29643533,-1.5085579,1.5374073,3.0
1990-12-03,-0.81241214,-1.3753165,1.5973443,4.0
1990-12-04,-1.2491405,-1.0993807,1.6640283,4.0
1990-12-05,-1.5739719,-0.7780033,1.7557552,4.0
1990-12-06,-1.7880765,-0.4912335,1.8543268,5.0
1990-12-07,-1.9142576,-0.27399996,1.9337678,5.0
1990-12-08,-1.9778811,-0.10764257,1.980808,5.0
1990-12-09,-1.9888235,0.06654239,1.9899365,5.0
1990-12-10,-1.931786,0.31715962,1.9576484,5.0
1990-12-11,-1.7691216,0.68736154,1.8979614,5.0
1990-12-12,-1.4556389,1.1675835,1.8660482,6.0
1990-12-13,-0.9603167,1.6869107,1.9411018,6.0
1990-12-14,-0.2870871,2.1271877,2.146473,7.0
1990-12-15,0.51322246,2.3560965,2.4113457,7.0
1990-12-16,1.345021,2.2688076,2.637531,8.0
1990-12-17,2.0848641,1.82466,2.7705672,8.0
1990-12-18,2.608994,1.0666869,2.8186293,1.0
1990-12-19,2.8237762,0.1171618,2.8262057,1.0
1990-12-20,2.6901538,-0.85012186,2.8212824,1.0
1990-12-21,2.2348824,-1.6528841,2.7796986,2.0
1990-12-22,1.5451729,-2.146123,2.6445043,2.0
1990-12-23,0.74822646,-2.257427,2.3781965,3.0
1990-12-24,-0.018585104,-2.0020914,2.0021777,3.0
1990-12-25,-0.63865626,-1.4745398,1.6069068,4.0
1990-12-26,-1.0400239,-0.8195801,1.3241454,4.0
1990-12-27,-1.2063934,-0.1925692,1.221666,5.0
1990-12-28,-1.17342,0.27988586,1.2063377,5.0
1990-12-29,-1.0125116,0.52810574,1.1419612,6.0
1991-01-10,0.5776232,0.8992642,1.0687959,8.0
1991-01-11,0.8650053,0.685691,1.1038145,8.0
1991-01-12,1.052613,0.34487477,1.10767,1.0
1991-01-13,1.1039059,-0.07081726,1.1061751,1.0
1991-01-14,1.0035567,-0.49740267,1.1200606,2.0
1991-01-15,0.75934666,-0.8711734,1.1556602,2.0
1991-01-16,0.40008005,-1.1387507,1.2069868,3.0
1991-01-17,-0.029485272,-1.2636937,1.2640376,3.0
1991-01-18,-0.4753021,-1.2290668,1.3177699,3.0
1991-01-19,-0.8808808,-1.0363803,1.36016,4.0
1991-01-20,-1.1932204,-0.70216584,1.3844897,4.0
1991-01-21,-1.367283,-0.2538945,1.3906564,5.0
1991-01-22,-1.3690975,0.2731066,1.3960713,5.0
1991-01-23,-1.1780974,0.8367397,1.4450076,6.0
1991-01-24,-0.7894736,1.3873527,1.5962507,6.0
1991-01-25,-0.21705458,1.8664755,1.8790538,7.0
1991-01-26,0.5034657,2.20741,2.2640975,7.0
1991-01-27,1.312056,2.3401208,2.6828449,8.0
1991-01-28,2.1245072,2.2018614,3.0596936,8.0
1991-01-29,2.8373227,1.7529306,3.335141,8.0
1991-01-30,3.338792,0.99439013,3.4837255,1.0
1991-01-31,3.5261536,-0.017598657,3.5261974,1.0
1991-02-01,3.326601,-1.1669627,3.5253477,1.0
1991-02-02,2.7177787,-2.2873454,3.5522203,2.0
1991-02-03,1.742118,-3.187707,3.6326919,2.0
1991-02-04,0.5095998,-3.6906295,3.725646,3.0
1991-02-05,-0.81444365,-3.6752398,3.7643998,3.0
1991-02-06,-2.0363014,-3.1134691,3.7202437,4.0
1991-02-07,-2.971197,-2.0882204,3.6316216,4.0
1991-02-08,-3.482847,-0.7855104,3.570329,5.0
1991-02-09,-3.5153332,0.54080606,3.5566893,5.0
1991-02-10,-3.1082215,1.6252264,3.507478,6.0
1991-02-11,-2.3895113,2.254292,3.2850566,6.0
1991-02-12,-1.546635,2.320842,2.7889762,6.0
1991-02-13,-0.78182447,1.8531418,2.011314,6.0
1991-02-14,-0.26293218,1.009339,1.0430237,7.0
1991-02-17,-0.6305132,-1.2499839,1.4000024,4.0
1991-02-18,-1.103054,-1.2214001,1.6457663,4.0
1991-02-19,-1.4765979,-0.7218518,1.6435971,4.0
1991-02-20,-1.603093,0.10572845,1.6065757,5.0
1991-02-21,-1.403358,1.0362955,1.744512,6.0
1991-02-22,-0.88523346,1.8283685,2.031396,6.0
1991-02-23,-0.13681602,2.2914796,2.2955604,7.0
1991-02-24,0.70211333,2.335438,2.4386952,7.0
1991-02-25,1.4809816,1.9874696,2.4785767,8.0
1991-02-26,2.0788672,1.3735851,2.491671,8.0
1991-02-27,2.4324875,0.67177564,2.5235448,1.0
1991-02-28,2.5442178,0.053200044,2.544774,1.0
1991-12-01,0.013645579,1.5641496,1.5642091,7.0
1991-12-02,0.574287,1.5060835,1.6118602,7.0
1991-12-03,1.0569353,1.1303161,1.5474905,8.0
1991-12-04,1.3572763,0.5099606,1.4499168,1.0
1991-12-05,1.4101936,-0.2183645,1.427,1.0
1991-12-06,1.2060114,-0.89392954,1.5011907,2.0
1991-12-07,0.79095346,-1.3762318,1.5873315,2.0
1991-12-08,0.25267228,-1.580366,1.6004374,3.0
1991-12-09,-0.30379298,-1.4934624,1.5240474,3.0
1991-12-10,-0.7818746,-1.1691966,1.4065378,4.0
1991-12-11,-1.1137153,-0.70470846,1.3179437,4.0
1991-12-12,-1.2700381,-0.20938656,1.2871828,5.0
1991-12-13,-1.2587609,0.22376807,1.2784957,5.0
1991-12-14,-1.1150302,0.53609157,1.2372092,6.0
1991-12-15,-0.8874012,0.7074982,1.1349162,6.0
1991-12-31,0.3550137,-1.0362489,1.0953751,3.0
1992-01-01,-0.07612127,-1.3466272,1.3487769,3.0
1992-01-02,-0.5778179,-1.3763766,1.4927446,4.0
1992-01-03,-1.0295608,-1.0289626,1.455596,4.0
1992-01-04,-1.2905978,-0.3028084,1.3256453,5.0
1992-01-05,-1.2393212,0.6869915,1.4169949,6.0
1992-01-06,-0.81470704,1.7222109,1.9051924,6.0
1992-01-07,-0.046316475,2.5313134,2.531737,7.0
1992-01-08,0.93877673,2.863955,3.0138912,7.0
1992-01-09,1.9375939,2.568585,3.2174368,8.0
1992-01-10,2.7180793,1.6481051,3.1787114,8.0
1992-01-11,3.0792644,0.27349338,3.091386,1.0
1992-01-12,2.907533,-1.2524406,3.1658103,2.0
1992-01-13,2.2116776,-2.5731688,3.3930392,2.0
1992-01-14,1.125055,-3.3762922,3.5588057,3.0
1992-01-15,-0.12713753,-3.4815032,3.4838238,3.0
1992-01-16,-1.2866417,-2.891127,3.1645005,4.0
1992-01-17,-2.1298704,-1.7869505,2.780205,4.0
1992-01-18,-2.5244927,-0.4739841,2.5686035,5.0
1992-01-19,-2.4582074,0.7112016,2.5590215,5.0
1992-01-20,-2.0318313,1.498579,2.5246935,6.0
1992-01-21,-1.4201162,1.7583947,2.2602394,6.0
1992-01-22,-0.81376135,1.5280749,1.7312481,6.0
1992-01-23,-0.36159274,0.9855253,1.0497664,7.0
1992-01-30,0.3665134,0.96788585,1.0349566,7.0
1992-01-31,0.7112115,0.8449707,1.1044444,8.0
1992-02-01,0.95183897,0.3928925,1.0297388,1.0
1992-02-02,0.98337483,-0.2822182,1.0230705,1.0
1992-02-03,0.75634164,-0.9927943,1.2480757,2.0
1992-02-04,0.29564938,-1.5317868,1.5600574,3.0
1992-02-05,-0.3047531,-1.7383683,1.7648792,3.0
1992-02-06,-0.90854794,-1.5455298,1.7927972,4.0
1992-02-07,-1.3753679,-0.99533516,1.6977423,4.0
1992-02-08,-1.5980335,-0.21954075,1.6130435,5.0
1992-02-09,-1.5274475,0.6049317,1.642875,5.0
1992-02-10,-1.178987,1.3086727,1.7614297,6.0
1992-02-11,-0.62090755,1.7727219,1.8783154,7.0
1992-02-12,0.049007595,1.9493446,1.9499606,7.0
1992-02-13,0.7294366,1.8575237,1.9956132,7.0
1992-02-14,1.3357458,1.5594193,2.0532913,8.0
1992-02-15,1.809673,1.130008,2.1335027,8.0
1992-02-16,2.1185215,0.6327107,2.2109852,1.0
1992-02-17,2.2479625,0.10934024,2.2506201,1.0
1992-02-18,2.1942635,-0.41466814,2.2331014,1.0
1992-02-19,1.9607147,-0.9157831,2.164038,2.0
1992-02-20,1.5598848,-1.3585038,2.0685196,2.0
1992-02-21,1.019656,-1.6910807,1.9747031,2.0
1992-02-22,0.38844448,-1.8548763,1.8951135,3.0
1992-02-23,-0.2652484,-1.8046026,1.8239921,3.0
1992-02-24,-0.86163443,-1.5309492,1.7567638,4.0
1992-02-25,-1.325763,-1.0749823,1.70682,4.0
1992-02-26,-1.606293,-0.52614754,1.6902686,5.0
1992-02-27,-1.6902343,-0.00186758,1.6902354,5.0
1992-02-28,-1.6075867,0.38582462,1.6532379,5.0
1992-02-29,-1.4229671,0.56543,1.5311911,5.0
1992-12-01,-0.4455915,1.1073128,1.1936052,7.0
1992-12-11,0.40344864,0.95838237,1.0398402,8.0
1992-12-12,0.7736263,1.0257106,1.284749,8.0
1992-12-13,1.1139759,0.77475256,1.3569022,8.0
1992-12-14,1.3103106,0.23087402,1.3304949,1.0
1992-12-15,1.2739062,-0.49289477,1.3659364,1.0
1992-12-16,0.96887404,-1.224868,1.5617357,2.0
1992-12-17,0.42541927,-1.7810671,1.8311695,3.0
1992-12-18,-0.26490143,-2.015014,2.032352,3.0
1992-12-19,-0.97041523,-1.8562735,2.0946257,4.0
1992-12-20,-1.5507737,-1.3270055,2.0410397,4.0
1992-12-21,-1.8896545,-0.53302234,1.9633917,5.0
1992-12-22,-1.9200073,0.36620203,1.9546182,5.0
1992-12-23,-1.6359801,1.1981527,2.0278068,6.0
1992-12-24,-1.0900266,1.8160484,2.1180627,6.0
1992-12-25,-0.37797254,2.125565,2.1589096,7.0
1992-12-26,0.38238853,2.0947206,2.1293368,7.0
1992-12-27,1.073076,1.7484195,2.0514538,8.0
1992-12-28,1.5935485,1.1538169,1.9674071,8.0
1992-12-29,1.8723446,0.40402722,1.9154406,1.0
1992-12-30,1.873425,-0.39442804,1.914496,1.0
1992-12-31,1.5991176,-1.1293862,1.9577259,2.0
1993-01-01,1.0910801,-1.6892229,2.0109525,2.0
1993-01-02,0.42896417,-1.9725971,2.0187,3.0
1993-01-03,-0.27537155,-1.9053262,1.9251227,3.0
1993-01-04,-0.8908877,-1.4633242,1.7131838,4.0
1993-01-05,-1.289041,-0.6948471,1.4643904,4.0
1993-01-06,-1.3722202,0.26861027,1.3982631,5.0
1993-01-07,-1.1029701,1.223093,1.6469668,6.0
1993-01-08,-0.5249628,1.9295131,1.9996517,7.0
1993-01-09,0.23363642,2.1730645,2.185588,7.0
1993-01-10,0.98035586,1.83023,2.0762563,8.0
1993-01-11,1.5014678,0.9222029,1.7620624,8.0
1993-01-12,1.6191815,-0.36642691,1.6601257,1.0
1993-01-13,1.2476376,-1.7168683,2.1223185,2.0
1993-01-14,0.42987767,-2.7520704,2.7854419,3.0
1993-01-15,-0.6587684,-3.1420283,3.2103455,3.0
1993-01-16,-1.7466588,-2.7085073,3.2228603,4.0
1993-01-17,-2.5349975,-1.4953845,2.9431932,4.0
1993-01-18,-2.782537,0.22193561,2.7913737,5.0
1993-01-19,-2.381259,1.9974743,3.108102,6.0
1993-01-20,-1.3988526,3.333418,3.6150331,6.0
1993-01-21,-0.07214366,3.8242128,3.8248932,7.0
1993-01-22,1.2502445,3.2828352,3.5128505,7.0
1993-01-23,2.2019322,1.8087264,2.8495607,8.0
