time,precip
2009-02-04,11.955615
2009-02-13,11.879261
2009-02-22,4.238653
2009-02-27,1.1925561
2009-12-12,0.5924032
2009-12-21,0.73863006
2010-01-06,9.189476
2010-01-18,1.5511587
2010-01-23,2.3508444
2010-02-05,1.6299716
2010-02-18,7.8187943
2010-12-03,6.7620482
2010-12-11,15.986603
2010-12-15,2.1287458
2010-12-24,6.687133
2011-01-07,2.4472194
2011-01-13,4.358874
2011-01-26,0.010587949
2011-02-01,3.4992003
2011-02-13,1.0413269
2011-12-03,5.8194
2011-12-28,4.1187005
2012-01-03,0.15656213
2012-01-12,0.9241094
2012-01-27,10.609666
2012-02-04,1.0930357
2012-02-29,2.0697577
2013-01-01,1.131974
2013-02-03,0.0031321768
2013-02-09,0.24365368
2013-02-15,1.36819
2013-12-12,3.1161788
2013-12-31,0.78174895
2014-01-05,3.4460888
2014-01-16,1.6877158
2014-01-30,0.1381087
2014-02-05,4.170882
2014-02-11,4.7706122
2014-02-18,10.453871
2014-02-25,3.8599765
2014-12-01,2.2684479
2014-12-07,1.7959297
2015-01-01,4.6778708
2015-01-08,0.9809388
2015-01-19,2.4300332
2015-01-25,2.2365596
2015-01-30,0.032443967
2015-02-10,2.4943485
2015-02-15,0.45961773
2015-02-26,5.5401053
2015-12-09,0.2381312
2015-12-15,2.7816577
2016-01-15,0.0076303366
2016-01-21,1.4586363
2016-01-29,3.5411146
2016-02-21,0.2939458
2016-12-09,0.22241262
2016-12-16,7.392521
2016-12-26,0.3054969
2017-01-11,7.983473
2017-01-18,4.984625
2017-01-25,3.2764027
2017-02-01,1.3152664
2017-02-08,0.842103
2017-02-13,0.26463142
2017-02-20,4.0201645
2017-12-03,5.021479
2017-12-10,0.4832489
2017-12-15,0.021239832
2017-12-23,0.5666535
2018-01-02,2.2334282
2018-01-12,0.27731842
2018-01-16,0.85848373
2018-01-22,4.4229484
2018-01-27,3.3536637
2018-02-10,0.010447652
2018-02-15,1.2371112
2018-02-26,7.2332487
2018-12-08,0.7642472
2018-12-14,10.596011
